Timestamp,response_to_survey,has_black_highschool_child,racial_background,residence_city,school_city,city_clean,grade,school_type,school_district,school_name,age,gender,background_match_family,background_match_friends,background_match_teachers,background_match_students,background_match_coaches,background_match_team_members,background_match_social_media,school_size,racism_discussion_family,racism_discussion_friends,racism_discussion_teachers,racism_discussion_students,racism_discussion_coaches,racism_discussion_team_members,racism_discussion_social_media,experienced_name_calling,witnessed_exclusion,witnessed_bullying,frequency_witnessed_racism,emotional_response_to_racism,peer_reaction_to_racism,peer_actions_during_racism,attention_check_response,experience_description,knows_other_students_targeted,support_satisfaction,support_feedback,school_response_effectiveness,resources_sufficiency,feel_safe,school_inclusiveness,comfort_discussing_race,dei_effectiveness,comfort_reporting,barriers_to_reporting,suggested_improvements,comfort_advocating_black_youth,final_comments,interest_in_training,interest_in_certification,willing_to_pay_training,is_black,is_indigenous,feel_safe_score,support_score,school_response_score,dei_score,resources_sufficiency_score,comfort_discussing_race_score,comfort_reporting_score,comfort_advocating_score,interest_training_score,interest_certification_score
2024-07-20 15:03:01.397,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),vancouver,vancouver,Vancouver,Grade 11,Public,School District 39 Vancouver,,16,Male,Most have the same background as mine,Most have different backgrounds,They all have the same background as mine,Most have different backgrounds,They all have the same background as mine,Most have different backgrounds,Most have the same background as mine,More than 1000,Very Often,Often,Sometimes,Rarely,Often,Often,Rarely,"Yes, I have experienced this personally.","Yes, I have experienced this personally.","Yes, and I have experienced this personally.",Sometimes,I feel anxious or scared.,They support / encourage it,"They react impulsively, becoming physical or verbal.",Neutral,"In the school cafeteria, someone took my lunch. I reported it because it was deliberate bullying.","No, I do not know other Black students who have experienced anti-Black racism at their schools.",Satisfied,Well-designed curriculum.,Agree,Agree,Safe,Moderately inclusive,Comfortable,Moderately effective,Comfortable,Previous experiences of being ignored,Invite guest speakers from diverse backgrounds,Comfortable,Feeling pressure to represent all Black people,3 - Moderately interested,5 - Extremely interested,250.0,True,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0
2024-07-20 17:10:56.780,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 2 children",Black (Your ancestors are African/Caribbean),West Vancouver ,West Vancouver ,,Grade 11,Private,,West Vancouver school District ,15,Male,They all have the same background as mine,Most have different backgrounds,Most have different backgrounds,I don't know,I don't know,Most have the same background as mine,I don't know,200 to 500,Sometimes,Sometimes,Rarely,Never,Never,Never,Never,"Yes, I have experienced this personally.","Yes, I have experienced this personally.","Yes, and I have experienced this personally.",Sometimes,I feel powerless or helpless.,They ignore it / pretend it isn’t happening,"They try to mediate or resolve the conflict., They distance themselves from the situation., They personally intervene.",Agree,Name calling. I reported it.,"Yes, I know other Black students who have experienced anti-Black racism at their schools.",,,,,,,,,,,,,,,,,True,False,,,,,,,,,,
2024-07-20 15:44:15.798,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),vancouver,vancouver,Vancouver,Grade 11,Public,School District 39 Vancouver,,15,Female,Most have the same background as mine,Most have different backgrounds,They all have the same background as mine,Most have the same background as mine,Most have the same background as mine,They all have the same background as mine,They all have the same background as mine,More than 1000,Often,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,"Yes, I have experienced this personally.","Yes, I have experienced this personally.","Yes, and I have experienced this personally.",Sometimes,I feel embarrassed or ashamed.,They oppose it / discourage it,They try to mediate or resolve the conflict.,Neutral,"Someone mimicked my accent to make fun of me, which made me feel disrespected.I hoped that by reporting it, the school would take action to improve our learning environment.","No, I do not know other Black students who have experienced anti-Black racism at their schools.",Satisfied,Established a diversity committee.,Neutral,Agree,Neutral,Very inclusive,Neutral,Moderately effective,Very Comfortable,Don’t want trouble.,Strengthen family ties.,Comfortable,I’ve been criticized for not meeting certain cultural expectations.,4 - Very interested,5 - Extremely interested,250.0,True,False,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0
2024-07-22 08:29:13.000,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Vancouver,Vancouver,,Grade 10,Public,School District 85 Vancouver Island North,,16,Female,They all have different backgrounds from mine,They all have different backgrounds from mine,They all have different backgrounds from mine,I don't know,Most have different backgrounds,Most have the same background as mine,They all have different backgrounds from mine,501 to 1000,Rarely,Sometimes,Rarely,Never,Very Often,Very Often,Very Often,"Yes, I have experienced this personally.","Yes, I have experienced this personally.","No, I haven't noticed this happening at my school but I have experienced this personally.",Sometimes,I feel outraged or furious.,They oppose it / discourage it,"They react impulsively, becoming physical or verbal., They join in or contribute to the behaviour., They offer support to the victim.",Neutral,,"No, I do not know other Black students who have experienced anti-Black racism at their schools.",Dissatisfied,Lack of diversification,Agree,Agree,Very Safe,Very inclusive,Comfortable,Moderately effective,Uncomfortable,Feeling overwhelmed or unsure of how to navigate the reporting process.,"Providing resources and support for Black students who may experience racism or discrimination, including counseling services and advocacy.",Neutral,,4 - Very interested,5 - Extremely interested,250.0,True,False,5.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0
2024-07-22 07:06:13.110,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 2 children",Black (Your ancestors are African/Caribbean),Vancouver,Vancouver,,Grade 10,Public,School District 19 Revelstoke,,16,Male,Most have different backgrounds,Most have different backgrounds,They all have the same background as mine,Most have different backgrounds,Most have different backgrounds,They all have different backgrounds from mine,Most have different backgrounds,200 to 500,Sometimes,Never,Sometimes,Rarely,Never,Often,Sometimes,"Yes, I have experienced this personally.","Yes, I have experienced this personally.","Yes, I have seen it happening to others at my school.",Sometimes,I feel powerless or helpless.,They support / encourage it,"They join in or contribute to the behaviour., They distance themselves from the situation., They personally intervene.",Neutral,,"Yes, I know other Black students who have experienced anti-Black racism at their schools.",Neutral, ,Neutral,Agree,Safe,Slightly inclusive,Comfortable,Very effective,Uncomfortable, , ,Comfortable,,3 - Moderately interested,3 - Moderately interested,270.0,True,False,4.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0
2024-07-20 15:39:48.631,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),maple ridge,maple ridge,Maple ridge,Grade 12,Public,School District 42 Maple Ridge-Pitt Meadows,,17,Male,Most have the same background as mine,They all have the same background as mine,They all have the same background as mine,Most have the same background as mine,Most have the same background as mine,They all have the same background as mine,They all have the same background as mine,More than 1000,Often,Often,Sometimes,Sometimes,Often,Sometimes,Often,"Yes, I have experienced this personally.","Yes, I have experienced this personally.","Yes, and I have experienced this personally.",Sometimes,I feel anxious or scared.,They support / encourage it,They join in or contribute to the behaviour.,Neutral,"Someone joked about my hairstyle, calling it ""weird Black hair,"" which made me uncomfortable,I reported it because I wanted to protect myself and others from similar attacks in the future.","Yes, I know other Black students who have experienced anti-Black racism at their schools.",Dissatisfied,Slow issue feedback.,Disagree,Disagree,Safe,Moderately inclusive,Uncomfortable,Slightly effective,Very Uncomfortable,Fear peer retaliation.,Organize inclusion training.,Neutral,I’ve been neglected at events because of my skin color.,4 - Very interested,4 - Very interested,280.0,True,False,4.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0
2024-07-20 18:28:10.833,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",White (Your ancestors are European),Langford ,Langford ,,Grade 9,Public,School District 35 Langley,,13,Male,They all have the same background as mine,Most have the same background as mine,Most have the same background as mine,Most have different backgrounds,Most have different backgrounds,Most have different backgrounds,They all have different backgrounds from mine,501 to 1000,Never,Rarely,Never,Rarely,Never,Never,Never,"No, I haven't noticed this at my school.","No, I haven't noticed this at my school.","No, I haven’t seen this happen at school or experienced this personally.",Rarely,I feel embarrassed or ashamed.,They oppose it / discourage it,"They report the incident to a teacher or authority., They offer support to the victim.",Neutral,I have not witnessed any before or now ,"No, I do not know other Black students who have experienced anti-Black racism at their schools.",Very Satisfied,Well Disciplined.,Strongly Agree,Strongly Agree,Neutral,Moderately inclusive,Comfortable,Very effective,Comfortable,No reasons not to ,Do what they keep doing.,Very Comfortable,I do not,3 - Moderately interested,3 - Moderately interested,20.0,False,False,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0
2024-07-22 08:30:48.737,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Vancouver,Vancouver,,Grade 11,Public,School District 85 Vancouver Island North,,17,Male,I don't know,Most have different backgrounds,Most have the same background as mine,Most have different backgrounds,They all have different backgrounds from mine,They all have the same background as mine,They all have the same background as mine,200 to 500,Very Often,Rarely,Sometimes,Rarely,Never,Often,Very Often,"Yes, I have seen it happening at my school.","Yes, I have seen it happening at my school.","Yes, I have seen it happening to others at my school.",Rarely,I feel powerless or helpless.,They support / encourage it,"They join in or contribute to the behaviour., They distance themselves from the situation.",Neutral,,"Yes, I know other Black students who have experienced anti-Black racism at their schools.",Dissatisfied,Lack of advisory services,Disagree,Strongly Disagree,Unsafe,Not inclusive at all,Very Uncomfortable,Moderately effective,Neutral,Feeling isolated or unsupported in dealing with the issue.,Conducting regular surveys and feedback sessions with Black students to assess the effectiveness of diversity and inclusion efforts and make ongoing improvements.,Very Uncomfortable,,2 - Slightly interested,2 - Slightly interested,290.0,True,False,2.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0
2024-07-22 08:58:57.856,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Vancouver ,Vancouver,,Grade 11,Public,School District 84 Vancouver Island West,,17,Male,They all have the same background as mine,They all have different backgrounds from mine,They all have different backgrounds from mine,Most have the same background as mine,Most have different backgrounds,Most have different backgrounds,They all have different backgrounds from mine,501 to 1000,Very Often,Often,Rarely,Sometimes,Rarely,Never,Very Often,"Yes, I have seen it happening at my school.","Yes, I have experienced this personally.","No, I haven't noticed this happening at my school but I have experienced this personally.",Sometimes,I feel embarrassed or ashamed.,They oppose it / discourage it,"They report the incident to a teacher or authority., They distance themselves from the situation.",Neutral,,"Yes, I know other Black students who have experienced anti-Black racism at their schools.",Satisfied,Support groups,Agree,Disagree,Unsafe,Moderately inclusive,Very Comfortable,Moderately effective,Neutral,Uncertainty about the school’s commitment to addressing systemic racism and promoting equity.,Host community events and discussions on anti-racism to engage families and promote understanding.,Neutral,,3 - Moderately interested,4 - Very interested,290.0,True,False,2.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,4.0
2024-07-22 09:28:52.577,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Victoria,Victoria,,Grade 9,Public,School District 61 Greater Victoria,,15,Male,I don't know,They all have different backgrounds from mine,Most have the same background as mine,Most have the same background as mine,Most have different backgrounds,I don't know,They all have different backgrounds from mine,Not sure,Very Often,Often,Sometimes,Rarely,Very Often,Often,Never,"No, I haven't noticed this at my school.","Yes, I have seen it happening at my school.","Yes, I have seen it happening to others at my school.",Rarely,I feel amused or entertained.,They ignore it / pretend it isn’t happening,"They react impulsively, becoming physical or verbal., They join in or contribute to the behaviour., They distance themselves from the situation.",Neutral,,"No, I do not know other Black students who have experienced anti-Black racism at their schools.",Satisfied,School-wide dialogue on racism,Neutral,Neutral,Unsafe,Extremely inclusive,Very Uncomfortable,Moderately effective,Uncomfortable,Fear of being dismissed or not taken seriously by school authorities.,"Develop a formalized reporting system for incidents of racism and discrimination, with clear consequences for offenders.",Uncomfortable,,1 - Not at all interested,5 - Extremely interested,290.0,True,False,2.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,5.0
2024-07-20 14:29:53.537,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Burnaby,Burnaby,Burnaby,Grade 9,Public,School District 41 Burnaby,,15,Male,They all have the same background as mine,Most have the same background as mine,Most have different backgrounds,Most have the same background as mine,Most have different backgrounds,Most have different backgrounds,Most have the same background as mine,200 to 500,Very Often,Often,Sometimes,Sometimes,Rarely,Rarely,Sometimes,"Yes, I have experienced this personally.","Yes, I have experienced this personally.","Yes, and I have experienced this personally.",Often,I feel embarrassed or ashamed.,They support / encourage it,"They try to mediate or resolve the conflict., They report the incident to a teacher or authority.",Neutral,,"Yes, I know other Black students who have experienced anti-Black racism at their schools.",Satisfied,To be friendly ,Disagree,Agree,Safe,Slightly inclusive,Comfortable,Moderately effective,Comfortable,To having fear,I don't have,Comfortable,,3 - Moderately interested,4 - Very interested,300.0,True,False,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0
2024-07-20 15:38:51.633,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),delta,delta,Delta,Grade 12,Public,School District 37 Delta,,17,Female,They all have the same background as mine,They all have the same background as mine,Most have the same background as mine,Most have the same background as mine,I don't know,They all have the same background as mine,Most have different backgrounds,More than 1000,Often,Very Often,Very Often,Often,Sometimes,Sometimes,Sometimes,"Yes, I have seen it happening at my school.","Yes, I have seen it happening at my school.","Yes, I have seen it happening to others at my school.",Sometimes,I feel powerless or helpless.,They ignore it / pretend it isn’t happening,They distance themselves from the situation.,Neutral,"At a parent-teacher meeting, a parent directly asked my mom which country we were from, making us uncomfortable,Reporting helped me release psychological stress and made me feel like I had the power to make a change.","Yes, I know other Black students who have experienced anti-Black racism at their schools.",Neutral,"Complaint handling is not fair.
",Neutral,Neutral,Neutral,Very inclusive,Uncomfortable,Moderately effective,Comfortable,Don’t want publicity.,Create safe spaces.,Neutral,"Sometimes, there is insufficient support for my personal interests.",3 - Moderately interested,5 - Extremely interested,300.0,True,False,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,5.0
2024-07-20 15:42:02.966,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),mackenzie,mackenzie,Mackenzie,Grade 12,Public,School District 6 Rocky Mountain,,17,Male,They all have the same background as mine,They all have the same background as mine,I don't know,Most have the same background as mine,They all have the same background as mine,They all have the same background as mine,I don't know,More than 1000,Often,Often,Sometimes,Sometimes,Rarely,Rarely,Sometimes,"Yes, I have experienced this personally.","Yes, I have experienced this personally.","Yes, and I have experienced this personally.",Often,I feel outraged or furious.,They support / encourage it,They join in or contribute to the behaviour.,Neutral,"Once, I was watched closely by a store clerk while shopping, as if I would steal something,I reported it to show my classmates and teachers that such behavior is unacceptable and should be punished.","No, I do not know other Black students who have experienced anti-Black racism at their schools.",Dissatisfied,Weak community ties.,Disagree,Disagree,Neutral,Slightly inclusive,Uncomfortable,Moderately effective,Uncomfortable,Fear for applications.,Promote intercultural exchange.,Uncomfortable,I’ve seen the school’s anti-racism measures not working well.,4 - Very interested,3 - Moderately interested,300.0,True,False,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0
2024-07-20 14:39:44.331,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Surrey,Surrey,Surrey,Grade 10,Public,School District 36 Surrey,,15,Male,They all have the same background as mine,Most have the same background as mine,Most have different backgrounds,Most have different backgrounds,Most have different backgrounds,Most have the same background as mine,Most have different backgrounds,501 to 1000,Sometimes,Rarely,Often,Sometimes,Often,Sometimes,Often,"Yes, I have seen it happening at my school.","Yes, I have experienced this personally.","Yes, and I have experienced this personally.",Rarely,I feel anxious or scared.,They oppose it / discourage it,They try to mediate or resolve the conflict.,Neutral,,"Yes, I know other Black students who have experienced anti-Black racism at their schools.",Satisfied,Satisfied to me,Agree,Agree,Unsafe,Very inclusive,Neutral,Very effective,Comfortable,To get hurt,Yo be present ,Comfortable,,3 - Moderately interested,3 - Moderately interested,300.0,True,False,2.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0
2024-07-20 13:32:19.095,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Surrey ,Surrey ,Surrey ,Grade 12,Public,School District 36 Surrey,,17,Male,Most have the same background as mine,They all have different backgrounds from mine,Most have different backgrounds,Most have different backgrounds,They all have different backgrounds from mine,Most have the same background as mine,Most have different backgrounds,200 to 500,Often,Rarely,Sometimes,Sometimes,Rarely,Often,Sometimes,"Yes, I have experienced this personally.","Yes, I have experienced this personally.","No, I haven't noticed this happening at my school but I have experienced this personally.",Often,I feel powerless or helpless.,They oppose it / discourage it,"They join in or contribute to the behaviour., They offer support to the victim.",Neutral,,"No, I do not know other Black students who have experienced anti-Black racism at their schools.",Very Dissatisfied,No law,Disagree,Agree,Very Safe,Very inclusive,Neutral,Very effective,Comfortable,Teacher ,Discipline,Comfortable,,4 - Very interested,4 - Very interested,300.0,True,False,5.0,1.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0
2024-07-20 13:49:10.534,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 2 children",Black (Your ancestors are African/Caribbean),Surrey ,Surrey ,Surrey ,Grade 11,Public,School District 36 Surrey,,16,Female,Most have the same background as mine,They all have different backgrounds from mine,Most have the same background as mine,Most have the same background as mine,Most have different backgrounds,Most have different backgrounds,Most have the same background as mine,501 to 1000,Rarely,Sometimes,Sometimes,Often,Rarely,Often,Rarely,"Yes, I have seen it happening at my school.","Yes, I have seen it happening at my school.","No, I haven't noticed this happening at my school but I have experienced this personally.",Often,I feel embarrassed or ashamed.,They oppose it / discourage it,"They join in or contribute to the behaviour., They distance themselves from the situation.",Neutral,,"Yes, I know other Black students who have experienced anti-Black racism at their schools.",Satisfied,.,Neutral,Strongly Agree,Safe,Very inclusive,Neutral,Very effective,Neutral,My Teacher ,No sure,Comfortable,,4 - Very interested,4 - Very interested,300.0,True,False,4.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0
2024-07-20 13:51:23.722,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Surrey ,Surrey ,Surrey ,Grade 10,Public,School District 36 Surrey,,17,Male,Most have the same background as mine,They all have different backgrounds from mine,Most have different backgrounds,Most have different backgrounds,They all have different backgrounds from mine,Most have the same background as mine,Most have different backgrounds,501 to 1000,Very Often,Rarely,Often,Sometimes,Sometimes,Often,Rarely,"Yes, I have experienced this personally.","Yes, I have experienced this personally.","Yes, I have seen it happening to others at my school.",Sometimes,I feel powerless or helpless.,They oppose it / discourage it,"They join in or contribute to the behaviour., They gather others to intervene collectively.",Neutral,,"No, I do not know other Black students who have experienced anti-Black racism at their schools.",Satisfied,N/a,Strongly Agree,Agree,Unsafe,Very inclusive,Comfortable,Moderately effective,Comfortable,I am afraid ,No idea,Comfortable,,4 - Very interested,3 - Moderately interested,300.0,True,False,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
2024-07-20 13:54:02.483,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),vancouver,vancouver,Vancouver,Grade 12,Public,School District 39 Vancouver,,15,Female,Most have different backgrounds,Most have different backgrounds,Most have the same background as mine,They all have the same background as mine,They all have the same background as mine,Most have the same background as mine,They all have the same background as mine,More than 1000,Sometimes,Sometimes,Often,Often,Often,Sometimes,Sometimes,"Yes, I have experienced this personally.","Yes, I have seen it happening at my school.","Yes, I have seen it happening to others at my school.",Rarely,I feel anxious or scared.,They support / encourage it,They try to mediate or resolve the conflict.,Neutral,"I was told I was ""acting white"" for getting good grades, but I didn't report it because I thought it was just a joke.","No, I do not know other Black students who have experienced anti-Black racism at their schools.",Dissatisfied,Schools do not support,Disagree,Disagree,Unsafe,Slightly inclusive,Uncomfortable,Slightly effective,Uncomfortable,Fear of being isolated.,Conduct anti-racism events.,Comfortable,"At sports events, I often felt excluded from teams.",4 - Very interested,3 - Moderately interested,300.0,True,False,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0
2024-07-20 13:54:04.359,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),vancouver,vancouver,Vancouver,Grade 12,Public,School District 39 Vancouver,,15,Female,Most have different backgrounds,Most have different backgrounds,Most have the same background as mine,They all have the same background as mine,They all have the same background as mine,They all have the same background as mine,Most have the same background as mine,More than 1000,Rarely,Rarely,Sometimes,Sometimes,Often,Sometimes,Often,"Yes, I have experienced this personally.","Yes, I have seen it happening at my school.","Yes, I have seen it happening to others at my school.",Rarely,I feel anxious or scared.,They support / encourage it,They try to mediate or resolve the conflict.,Neutral,"In gym class, I was always picked last because they thought I wasn't fast enough. I didn't report it because I thought the teacher wouldn't care about such small things.","No, I do not know other Black students who have experienced anti-Black racism at their schools.",Satisfied,Schools have anti-racism policies,Agree,Agree,Safe,Moderately inclusive,Neutral,Moderately effective,Comfortable,Fear of being ridiculed.,Increase counseling resources.,Comfortable,I’ve had classmates deliberately tell racist jokes in front of me.,4 - Very interested,3 - Moderately interested,300.0,True,False,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0
2024-07-20 14:22:31.050,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),vancouver,vancouver,Vancouver,Grade 10,Public,School District 39 Vancouver,,15,Male,Most have the same background as mine,Most have the same background as mine,They all have the same background as mine,I don't know,They all have the same background as mine,Most have the same background as mine,They all have the same background as mine,More than 1000,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,"Yes, I have experienced this personally.","Yes, I have experienced this personally.","Yes, and I have experienced this personally.",Sometimes,I feel anxious or scared.,They oppose it / discourage it,They try to mediate or resolve the conflict.,Neutral,"On the school playground, a group surrounded me saying I didn't belong there. I reported it because it was racial discrimination.","Yes, I know other Black students who have experienced anti-Black racism at their schools.",Dissatisfied,Uneven resource distribution.,Disagree,Disagree,Unsafe,Slightly inclusive,Uncomfortable,Slightly effective,Uncomfortable,Don’t want to cause trouble.,Provide multicultural learning materials.,Uncomfortable,Observed unfair treatment of Black students on campus.,3 - Moderately interested,3 - Moderately interested,300.0,True,False,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0
2024-07-20 13:22:34.162,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Vancouver ,Vancouver ,Vancouver ,Grade 11,Public,School District 39 Vancouver,,15,Male,Most have the same background as mine,They all have different backgrounds from mine,Most have different backgrounds,They all have different backgrounds from mine,Most have different backgrounds,Most have different backgrounds,Most have different backgrounds,501 to 1000,Often,Rarely,Sometimes,Often,Sometimes,Often,Rarely,"Yes, I have seen it happening at my school.","Yes, I have seen it happening at my school.","No, I haven't noticed this happening at my school but I have experienced this personally.",Rarely,I feel embarrassed or ashamed.,They oppose it / discourage it,"They react impulsively, becoming physical or verbal., They offer support to the victim.",Neutral,,"No, I do not know other Black students who have experienced anti-Black racism at their schools.",Very Dissatisfied,No support system ,Agree,Agree,Safe,Moderately inclusive,Uncomfortable,Moderately effective,Comfortable,No idea,No idea ,Comfortable,,3 - Moderately interested,3 - Moderately interested,300.0,True,False,4.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0
2024-07-20 14:16:08.513,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 2 children",Black (Your ancestors are African/Caribbean),Vancouver ,Vancouver ,Vancouver ,Grade 11,Public,School District 39 Vancouver,,17,Female,Most have different backgrounds,They all have different backgrounds from mine,Most have the same background as mine,Most have the same background as mine,Most have different backgrounds,Most have the same background as mine,They all have different backgrounds from mine,501 to 1000,Sometimes,Often,Sometimes,Never,Sometimes,Often,Rarely,"Yes, I have seen it happening at my school.","No, I haven't noticed this at my school.","No, I haven't noticed this happening at my school but I have experienced this personally.",Rarely,I feel embarrassed or ashamed.,They oppose it / discourage it,"They try to mediate or resolve the conflict., They offer support to the victim.",Neutral,,"Yes, I know other Black students who have experienced anti-Black racism at their schools.",Very Dissatisfied,No assistance ,Neutral,Agree,Unsafe,Very inclusive,Very Comfortable,Very effective,Comfortable,I'm scared ,None ,Comfortable,,4 - Very interested,4 - Very interested,300.0,True,False,2.0,1.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0
2024-07-20 13:10:15.046,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 2 children",Black (Your ancestors are African/Caribbean),Vancouver ,Vancouver ,Vancouver ,Grade 11,Public,School District 45 West Vancouver,,15,Male,Most have the same background as mine,Most have different backgrounds,They all have different backgrounds from mine,Most have different backgrounds,Most have different backgrounds,They all have different backgrounds from mine,Most have different backgrounds,200 to 500,Sometimes,Sometimes,Never,Sometimes,Rarely,Never,Sometimes,"Yes, I have experienced this personally.","Yes, I have seen it happening at my school.","Yes, I have seen it happening to others at my school.",Often,I feel anxious or scared.,They oppose it / discourage it,"They try to mediate or resolve the conflict., They report the incident to a teacher or authority.",Neutral,,"No, I do not know other Black students who have experienced anti-Black racism at their schools.",Neutral,N/a,Strongly Agree,Strongly Agree,Neutral,Very inclusive,Comfortable,Moderately effective,Comfortable,Make laws,N,Uncomfortable,,3 - Moderately interested,4 - Very interested,300.0,True,False,3.0,3.0,5.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0
2024-07-20 15:02:12.433,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean), victoria, victoria,Victoria,Grade 12,Public,School District 22 Vernon,,17,Female,I don't know,I don't know,They all have the same background as mine,They all have the same background as mine,Most have the same background as mine,I don't know,They all have the same background as mine,More than 1000,Often,Often,Very Often,Often,Rarely,Rarely,Rarely,"Yes, I have seen it happening at my school.","Yes, I have seen it happening at my school.","Yes, I have seen it happening to others at my school.",Rarely,I feel powerless or helpless.,They ignore it / pretend it isn’t happening,They distance themselves from the situation.,Neutral,"Some classmates locked the door while I was in the bathroom, trapping me inside. I didn't report it because I felt no one would believe me.","No, I do not know other Black students who have experienced anti-Black racism at their schools.",Neutral,Counseling services are good.,Agree,Neutral,Neutral,Very inclusive,Neutral,Very effective,Comfortable,Wanting to handle it on their own,Provide mental health resources focused on racial trauma,Very Comfortable,Being asked to speak for all Black people,3 - Moderately interested,5 - Extremely interested,300.0,True,False,3.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,5.0
